seqnames	start	end	width	strand	peak_name
chr1	119418445	119418917	473	*	peak_2004
chr1	165183377	165183711	335	*	peak_2005
chr1	134358322	134358602	281	*	peak_2006
chr1	44152197	44152621	425	*	peak_2007
chr1	63183973	63184191	219	*	peak_2008
chr1	52923438	52923821	384	*	peak_2009
chr1	151889121	151889263	143	*	peak_2010
chr1	160980701	160981117	417	*	peak_2011
chr1	24014092	24014462	371	*	peak_2012
chr1	179961853	179962268	416	*	peak_2013
chr1	45796900	45797221	322	*	peak_2014
chr1	125916820	125917288	469	*	peak_2015
chr1	36474182	36474650	469	*	peak_2016
chr1	74290466	74290814	349	*	peak_2017
chr1	134406365	134406714	350	*	peak_2018
chr1	155778819	155779103	285	*	peak_2019
chr1	38871224	38871663	440	*	peak_2020
chr1	172068446	172068839	394	*	peak_2021
chr1	156820199	156820616	418	*	peak_2022
chr1	86703933	86704376	444	*	peak_2023
chr1	12699263	12699394	132	*	peak_2024
chr1	182127470	182127894	425	*	peak_2025
chr1	86065357	86065802	446	*	peak_2026
chr1	75403679	75403783	105	*	peak_2027
chr1	75169178	75169278	101	*	peak_2028
chr1	134562629	134562899	271	*	peak_2029
chr1	150455752	150456067	316	*	peak_2030
chr1	180110726	180110973	248	*	peak_2031
chr1	182770029	182770282	254	*	peak_2032
chr1	85796403	85796642	240	*	peak_2033
chr1	162574074	162574361	288	*	peak_2034
chr1	87406092	87406502	411	*	peak_2035
chr1	159260475	159260605	131	*	peak_2036
chr1	91057216	91057606	391	*	peak_2037
chr1	191039344	191039687	344	*	peak_2038
chr1	178326342	178326771	430	*	peak_2039
chr1	63153629	63154001	373	*	peak_2040
chr1	75220993	75221148	156	*	peak_2041
chr1	84116285	84116504	220	*	peak_2042
chr1	83259347	83259671	325	*	peak_2043
chr1	164049803	164050087	285	*	peak_2044
chr1	191046593	191047054	462	*	peak_2045
chr1	73912877	73913219	343	*	peak_2046
chr1	52459739	52459890	152	*	peak_2047
chr1	87195963	87196069	107	*	peak_2048
chr1	34554294	34554573	280	*	peak_2049
chr1	183295130	183295344	215	*	peak_2050
chr1	75211467	75211656	190	*	peak_2051
chr1	162575204	162575401	198	*	peak_2052
chr1	135295294	135295515	222	*	peak_2053
chr1	44087894	44088000	107	*	peak_2054
chr1	190928024	190928369	346	*	peak_2055
chr1	135133863	135134229	367	*	peak_2056
chr1	162830137	162830608	472	*	peak_2057
chr1	188955883	188956019	137	*	peak_2058
chr1	133624318	133624580	263	*	peak_2059
chr1	125915700	125915951	252	*	peak_2060
chr1	135402920	135403095	176	*	peak_2061
chr1	32173059	32173557	499	*	peak_2062
chr1	75192352	75192851	500	*	peak_2063
chr1	136263648	136263917	270	*	peak_2064
chr1	162537906	162538050	145	*	peak_2065
chr1	59101479	59101666	188	*	peak_2066
chr1	74545231	74545420	190	*	peak_2067
chr1	191908951	191909213	263	*	peak_2068
chr1	171341915	171342364	450	*	peak_2069
chr1	91253558	91253880	323	*	peak_2070
chr1	34820760	34821028	269	*	peak_2071
chr1	75170133	75170534	402	*	peak_2072
chr1	59990902	59991244	343	*	peak_2073
chr1	22468734	22468852	119	*	peak_2074
chr1	39196117	39196357	241	*	peak_2075
chr1	92911951	92912107	157	*	peak_2076
chr1	33722921	33723367	447	*	peak_2077
chr1	87624751	87625030	280	*	peak_2078
chr1	167599716	167599837	122	*	peak_2079
chr1	173963598	173963936	339	*	peak_2080
chr1	74749892	74750296	405	*	peak_2081
chr1	71590533	71590717	185	*	peak_2082
chr1	162794249	162794591	343	*	peak_2083
chr1	4809154	4809261	108	*	peak_2084
chr1	97779364	97779651	288	*	peak_2085
chr1	140089847	140090029	183	*	peak_2086
chr1	131411904	131412359	456	*	peak_2087
chr1	149835309	149835691	383	*	peak_2088
chr1	131639437	131639640	204	*	peak_2089
chr1	82715696	82716043	348	*	peak_2090
chr1	134116067	134116198	132	*	peak_2091
chr1	180185185	180185336	152	*	peak_2092
chr1	173681212	173681349	138	*	peak_2093
chr1	171371936	171372149	214	*	peak_2094
chr1	65103415	65103702	288	*	peak_2095
chr1	172150728	172151036	309	*	peak_2096
chr1	134184324	134184436	113	*	peak_2097
chr1	70728256	70728609	354	*	peak_2098
chr1	85797123	85797298	176	*	peak_2099
chr1	87356171	87356304	134	*	peak_2100
chr1	193105089	193105296	208	*	peak_2101
chr1	93825202	93825334	133	*	peak_2102
chr1	8363614	8364035	422	*	peak_2103
chr1	30825664	30826105	442	*	peak_2104
chr1	171280303	171280558	256	*	peak_2105
chr1	152766897	152767389	493	*	peak_2106
chr1	121309223	121309641	419	*	peak_2107
chr1	190885599	190885976	378	*	peak_2108
chr1	127815684	127816108	425	*	peak_2109
chr1	14753466	14753783	318	*	peak_2110
chr1	165601149	165601363	215	*	peak_2111
chr1	58399372	58399613	242	*	peak_2112
chr1	9683664	9684124	461	*	peak_2113
chr1	161144997	161145436	440	*	peak_2114
chr1	179668452	179668851	400	*	peak_2115
chr1	34500410	34500520	111	*	peak_2116
chr1	169972727	169973182	456	*	peak_2117
chr1	74127365	74127530	166	*	peak_2118
chr1	165649513	165649974	462	*	peak_2119
chr1	131748059	131748295	237	*	peak_2120
chr1	37991294	37991549	256	*	peak_2121
chr1	40810465	40810683	219	*	peak_2122
chr1	75494601	75494748	148	*	peak_2123
chr1	132360297	132360626	330	*	peak_2124
chr1	63181861	63182091	231	*	peak_2125
chr1	177443379	177443601	223	*	peak_2126
chr1	39901668	39901927	260	*	peak_2127
chr1	91057201	91057480	280	*	peak_2128
chr1	131158166	131158341	176	*	peak_2129
chr1	87941503	87941825	323	*	peak_2130
chr1	87578202	87578388	187	*	peak_2131
chr1	14253259	14253393	135	*	peak_2132
chr1	125393332	125393569	238	*	peak_2133
chr1	75203024	75203286	263	*	peak_2134
chr1	182318480	182318975	496	*	peak_2135
chr1	170320935	170321167	233	*	peak_2136
chr1	77367701	77367916	216	*	peak_2137
chr1	55302691	55303094	404	*	peak_2138
chr1	86022581	86022940	360	*	peak_2139
chr1	58975291	58975576	286	*	peak_2140
chr1	195140416	195140909	494	*	peak_2141
chr1	4914183	4914338	156	*	peak_2142
chr1	75220144	75220629	486	*	peak_2143
chr1	125564109	125564246	138	*	peak_2144
chr1	171126206	171126539	334	*	peak_2145
chr1	5087008	5087237	230	*	peak_2146
chr1	131599915	131600211	297	*	peak_2147
chr1	135783460	135783782	323	*	peak_2148
chr1	88259441	88259726	286	*	peak_2149
chr1	136054477	136054823	347	*	peak_2150
chr1	34440592	34441063	472	*	peak_2151
chr1	153653904	153654179	276	*	peak_2152
chr1	75240627	75240744	118	*	peak_2153
chr1	170193887	170194197	311	*	peak_2154
chr1	43076253	43076687	435	*	peak_2155
chr1	191049638	191049938	301	*	peak_2156
chr1	146498086	146498578	493	*	peak_2157
chr1	88700854	88701157	304	*	peak_2158
chr1	87127645	87127879	235	*	peak_2159
chr1	74599463	74599799	337	*	peak_2160
chr1	52925238	52925363	126	*	peak_2161
chr1	177445164	177445496	333	*	peak_2162
chr1	152769016	152769449	434	*	peak_2163
chr1	189641902	189642310	409	*	peak_2164
chr1	175883998	175884129	132	*	peak_2165
chr1	171411864	171412290	427	*	peak_2166
chr1	134409250	134409479	230	*	peak_2167
chr1	130887892	130888183	292	*	peak_2168
chr1	118392683	118393115	433	*	peak_2169
chr1	184788133	184788327	195	*	peak_2170
chr1	157177359	157177698	340	*	peak_2171
chr1	181905920	181906420	501	*	peak_2172
chr1	173221808	173222132	325	*	peak_2173
chr1	53933620	53933924	305	*	peak_2174
chr1	16345759	16345928	170	*	peak_2175
chr1	164064472	164064573	102	*	peak_2176
chr1	154391945	154392191	247	*	peak_2177
chr1	36567183	36567433	251	*	peak_2178
chr1	22287839	22288161	323	*	peak_2179
chr1	157099834	157100267	434	*	peak_2180
chr1	74544540	74544881	342	*	peak_2181
chr1	185363625	185363816	192	*	peak_2182
chr1	97779988	97780267	280	*	peak_2183
chr1	37613140	37613351	212	*	peak_2184
chr1	164294113	164294562	450	*	peak_2185
chr1	151345040	151345330	291	*	peak_2186
chr1	50927760	50928179	420	*	peak_2187
chr1	74496663	74496771	109	*	peak_2188
chr1	185363373	185363736	364	*	peak_2189
chr1	173520450	173520805	356	*	peak_2190
chr1	92642488	92642626	139	*	peak_2191
chr1	43047924	43048402	479	*	peak_2192
chr1	164116633	164117055	423	*	peak_2193
chr1	87355893	87356254	362	*	peak_2194
chr1	156430398	156430516	119	*	peak_2195
chr1	91376678	91376916	239	*	peak_2196
chr1	22469180	22469677	498	*	peak_2197
chr1	59582855	59583097	243	*	peak_2198
chr1	85654971	85655286	316	*	peak_2199
chr1	173524633	173524780	148	*	peak_2200
chr1	135721422	135721722	301	*	peak_2201
chr1	36768258	36768717	460	*	peak_2202
chr1	153786925	153787225	301	*	peak_2203
chr1	182764007	182764236	230	*	peak_2204
chr1	173596054	173596512	459	*	peak_2205
chr1	59484284	59484680	397	*	peak_2206
chr1	133315356	133315659	304	*	peak_2207
chr1	75205894	75206102	209	*	peak_2208
chr1	133351877	133352083	207	*	peak_2209
chr1	150430876	150431088	213	*	peak_2210
chr1	172001646	172001975	330	*	peak_2211
chr1	175064795	175065274	480	*	peak_2212
chr1	92860408	92860852	445	*	peak_2213
chr1	64538356	64538647	292	*	peak_2214
chr1	179754109	179754468	360	*	peak_2215
chr1	171273970	171274379	410	*	peak_2216
chr1	193173800	193174237	438	*	peak_2217
chr1	40441500	40441712	213	*	peak_2218
chr1	191163191	191163404	214	*	peak_2219
chr1	174173032	174173511	480	*	peak_2220
chr1	190926902	190927290	389	*	peak_2221
chr1	11415329	11415674	346	*	peak_2222
chr1	85798574	85798734	161	*	peak_2223
chr1	55303109	55303288	180	*	peak_2224
chr1	13140964	13141410	447	*	peak_2225
chr1	40327968	40328187	220	*	peak_2226
chr1	106710647	106710793	147	*	peak_2227
chr1	195037002	195037387	386	*	peak_2228
chr1	30821527	30821910	384	*	peak_2229
chr1	184874175	184874673	499	*	peak_2230
chr1	155158917	155159280	364	*	peak_2231
chr1	12721206	12721429	224	*	peak_2232
chr1	192436443	192436711	269	*	peak_2233
chr1	52631572	52631832	261	*	peak_2234
chr1	75184416	75184784	369	*	peak_2235
chr1	175881964	175882307	344	*	peak_2236
chr1	36309228	36309535	308	*	peak_2237
chr1	39902888	39902990	103	*	peak_2238
chr1	183276368	183276813	446	*	peak_2239
chr1	91937300	91937723	424	*	peak_2240
chr1	66420923	66421399	477	*	peak_2241
chr1	109984927	109985143	217	*	peak_2242
chr1	97782235	97782376	142	*	peak_2243
chr1	37834687	37835186	500	*	peak_2244
chr1	37431103	37431216	114	*	peak_2245
chr1	190934584	190934801	218	*	peak_2246
chr1	138064625	138064859	235	*	peak_2247
chr1	183358613	183358937	325	*	peak_2248
chr1	93304381	93304805	425	*	peak_2249
chr1	107528133	107528571	439	*	peak_2250
chr1	82842977	82843370	394	*	peak_2251
chr1	93411466	93411847	382	*	peak_2252
chr1	186625459	186625925	467	*	peak_2253
chr1	135136153	135136528	376	*	peak_2254
chr1	24195289	24195758	470	*	peak_2255
chr1	92939363	92939841	479	*	peak_2256
chr1	21402999	21403379	381	*	peak_2257
chr1	60262020	60262287	268	*	peak_2258
chr1	43935003	43935197	195	*	peak_2259
chr1	167374010	167374345	336	*	peak_2260
chr1	171592496	171592664	169	*	peak_2261
chr1	167002538	167002754	217	*	peak_2262
chr1	31189739	31189925	187	*	peak_2263
chr1	59711547	59711982	436	*	peak_2264
chr1	139232231	139232698	468	*	peak_2265
chr1	159233589	159233958	370	*	peak_2266
chr1	4808944	4809152	209	*	peak_2267
chr1	74296446	74296859	414	*	peak_2268
chr1	172153916	172154153	238	*	peak_2269
chr1	190931645	190931781	137	*	peak_2270
chr1	17145788	17145923	136	*	peak_2271
chr1	23848615	23848769	155	*	peak_2272
chr1	144243370	144243770	401	*	peak_2273
chr1	88228728	88228984	257	*	peak_2274
chr1	93861426	93861726	301	*	peak_2275
chr1	60979880	60980380	501	*	peak_2276
chr1	44010135	44010240	106	*	peak_2277
chr1	82719633	82720071	439	*	peak_2278
chr1	136471961	136472194	234	*	peak_2279
chr1	70727048	70727440	393	*	peak_2280
chr1	43734467	43734770	304	*	peak_2281
chr1	22287777	22288051	275	*	peak_2282
chr1	53315886	53316309	424	*	peak_2283
chr1	75217382	75217680	299	*	peak_2284
chr1	90826114	90826386	273	*	peak_2285
chr1	131133197	131133554	358	*	peak_2286
chr1	86019901	86020057	157	*	peak_2287
chr1	119546614	119546772	159	*	peak_2288
chr1	167001966	167002221	256	*	peak_2289
chr1	37467037	37467452	416	*	peak_2290
chr1	165595134	165595547	414	*	peak_2291
chr1	81080631	81080991	361	*	peak_2292
chr1	135841161	135841286	126	*	peak_2293
chr1	66255982	66256274	293	*	peak_2294
chr1	86705300	86705629	330	*	peak_2295
chr1	130934208	130934425	218	*	peak_2296
chr1	105993025	105993315	291	*	peak_2297
chr1	96818910	96819076	167	*	peak_2298
chr1	51466756	51467057	302	*	peak_2299
chr1	151756336	151756723	388	*	peak_2300
chr1	57845938	57846150	213	*	peak_2301
chr1	192192458	192192661	204	*	peak_2302
chr1	93020308	93020421	114	*	peak_2303
chr1	133314217	133314334	118	*	peak_2304
chr1	65161661	65161987	327	*	peak_2305
chr1	120151614	120152061	448	*	peak_2306
chr1	155127923	155128329	407	*	peak_2307
chr1	75207027	75207323	297	*	peak_2308
chr1	92637674	92637786	113	*	peak_2309
chr1	172067393	172067641	249	*	peak_2310
chr1	17730007	17730230	224	*	peak_2311
chr1	58974146	58974578	433	*	peak_2312
chr1	140091843	140092150	308	*	peak_2313
chr1	162832242	162832723	482	*	peak_2314
chr1	171285681	171285977	297	*	peak_2315
chr1	64535947	64536057	111	*	peak_2316
chr1	171272626	171273025	400	*	peak_2317
chr1	53807501	53807974	474	*	peak_2318
chr1	105990807	105991197	391	*	peak_2319
chr1	82448706	82449085	380	*	peak_2320
chr1	55407822	55408125	304	*	peak_2321
chr1	171239258	171239620	363	*	peak_2322
chr1	118473650	118473783	134	*	peak_2323
chr1	53161871	53162113	243	*	peak_2324
chr1	36429017	36429339	323	*	peak_2325
chr1	78463843	78464052	210	*	peak_2326
chr1	43972128	43972365	238	*	peak_2327
chr1	128286912	128287108	197	*	peak_2328
chr1	139700032	139700494	463	*	peak_2329
chr1	36309008	36309228	221	*	peak_2330
chr1	161022434	161022932	499	*	peak_2331
chr1	120341860	120342239	380	*	peak_2332
chr1	180435409	180435544	136	*	peak_2333
chr1	75237305	75237479	175	*	peak_2334
chr1	16542407	16542906	500	*	peak_2335
chr1	67004068	67004200	133	*	peak_2336
chr1	93479221	93479603	383	*	peak_2337
chr1	191049579	191050053	475	*	peak_2338
chr1	171235313	171235488	176	*	peak_2339
chr1	171331149	171331396	248	*	peak_2340
chr1	75314719	75314884	166	*	peak_2341
chr1	36308769	36309195	427	*	peak_2342
chr1	187221264	187221755	492	*	peak_2343
chr1	72284897	72285369	473	*	peak_2344
chr1	9969184	9969361	178	*	peak_2345
chr1	93437983	93438449	467	*	peak_2346
chr1	134541389	134541610	222	*	peak_2347
chr1	74547936	74548197	262	*	peak_2348
chr1	161145645	161146010	366	*	peak_2349
chr1	64079971	64080406	436	*	peak_2350
chr1	150452255	150452583	329	*	peak_2351
chr1	13115187	13115367	181	*	peak_2352
chr1	4294214	4294571	358	*	peak_2353
chr1	166256305	166256654	350	*	peak_2354
chr1	191359094	191359238	145	*	peak_2355
chr1	195130449	195130586	138	*	peak_2356
chr1	180179881	180180016	136	*	peak_2357
chr1	144141178	144141616	439	*	peak_2358
chr1	52188695	52189061	367	*	peak_2359
chr1	93707709	93707821	113	*	peak_2360
chr1	165866224	165866720	497	*	peak_2361
chr1	66701499	66701739	241	*	peak_2362
chr1	119924130	119924280	151	*	peak_2363
chr1	66176274	66176532	259	*	peak_2364
chr1	74603464	74603620	157	*	peak_2365
chr1	165879182	165879422	241	*	peak_2366
chr1	150463251	150463741	491	*	peak_2367
chr1	72583386	72583844	459	*	peak_2368
chr1	132990911	132991172	262	*	peak_2369
chr1	132226611	132226726	116	*	peak_2370
chr1	104771842	104772280	439	*	peak_2371
chr1	166202861	166203071	211	*	peak_2372
chr1	164931930	164932196	267	*	peak_2373
chr1	58115691	58115996	306	*	peak_2374
chr1	165228462	165228607	146	*	peak_2375
chr1	156040645	156041029	385	*	peak_2376
chr1	150459836	150460131	296	*	peak_2377
chr1	85243537	85243794	258	*	peak_2378
chr1	91494955	91495199	245	*	peak_2379
chr1	34856467	34856836	370	*	peak_2380
chr1	156822516	156822681	166	*	peak_2381
chr1	24015439	24015752	314	*	peak_2382
chr1	130828905	130829072	168	*	peak_2383
chr1	92508157	92508632	476	*	peak_2384
chr1	156012254	156012536	283	*	peak_2385
chr1	170705279	170705710	432	*	peak_2386
chr1	172563391	172563653	263	*	peak_2387
chr1	6489102	6489512	411	*	peak_2388
chr1	150393934	150394421	488	*	peak_2389
chr1	36558140	36558457	318	*	peak_2390
chr1	173923126	173923259	134	*	peak_2391
chr1	87853409	87853621	213	*	peak_2392
chr1	86361278	86361737	460	*	peak_2393
chr1	178531264	178531513	250	*	peak_2394
chr1	195116289	195116462	174	*	peak_2395
chr1	58414592	58414715	124	*	peak_2396
chr1	160198261	160198598	338	*	peak_2397
chr1	24745667	24745964	298	*	peak_2398
chr1	59122170	59122301	132	*	peak_2399
chr1	118548767	118549027	261	*	peak_2400
chr1	52189427	52189616	190	*	peak_2401
chr1	173723728	173723952	225	*	peak_2402
chr1	131911004	131911320	317	*	peak_2403
chr1	62704910	62705156	247	*	peak_2404
chr1	30944531	30944707	177	*	peak_2405
chr1	36472816	36473279	464	*	peak_2406
chr1	120192424	120192709	286	*	peak_2407
chr1	77404518	77404942	425	*	peak_2408
chr1	174371380	174371862	483	*	peak_2409
chr1	38988611	38988843	233	*	peak_2410
chr1	107524756	107525185	430	*	peak_2411
chr1	93481545	93481682	138	*	peak_2412
chr1	16689219	16689657	439	*	peak_2413
chr1	165599796	165600277	482	*	peak_2414
chr1	171236264	171236471	208	*	peak_2415
chr1	126258634	126258908	275	*	peak_2416
chr1	173592094	173592410	317	*	peak_2417
chr1	86344815	86345251	437	*	peak_2418
chr1	155707897	155708074	178	*	peak_2419
chr1	39904287	39904388	102	*	peak_2420
chr1	86022285	86022675	391	*	peak_2421
chr1	135841254	135841368	115	*	peak_2422
chr1	93438592	93439071	480	*	peak_2423
chr1	156037216	156037486	271	*	peak_2424
chr1	171214111	171214250	140	*	peak_2425
chr1	185332614	185332908	295	*	peak_2426
chr1	131156722	131157049	328	*	peak_2427
chr1	172149492	172149827	336	*	peak_2428
chr1	161971958	161972096	139	*	peak_2429
chr1	195106146	195106323	178	*	peak_2430
chr1	52788358	52788600	243	*	peak_2431
chr1	4910774	4911114	341	*	peak_2432
chr1	153668101	153668238	138	*	peak_2433
chr1	120007131	120007236	106	*	peak_2434
chr1	184873109	184873525	417	*	peak_2435
chr1	139703502	139703686	185	*	peak_2436
chr1	181905230	181905692	463	*	peak_2437
chr1	156009447	156009806	360	*	peak_2438
chr1	68033149	68033478	330	*	peak_2439
chr1	153667290	153667442	153	*	peak_2440
chr1	91056012	91056454	443	*	peak_2441
chr1	61640038	61640260	223	*	peak_2442
chr1	171346981	171347102	122	*	peak_2443
chr1	84725923	84726340	418	*	peak_2444
chr1	120228738	120228852	115	*	peak_2445
chr1	135328220	135328693	474	*	peak_2446
chr1	7150370	7150620	251	*	peak_2447
chr1	58664773	58664990	218	*	peak_2448
chr1	36694129	36694588	460	*	peak_2449
chr1	171412677	171412903	227	*	peak_2450
chr1	162881184	162881337	154	*	peak_2451
chr1	52927257	52927507	251	*	peak_2452
chr1	92874061	92874411	351	*	peak_2453
chr1	134409065	134409230	166	*	peak_2454
chr1	9914100	9914323	224	*	peak_2455
chr1	4809349	4809801	453	*	peak_2456
chr1	91182213	91182415	203	*	peak_2457
chr1	132482293	132482753	461	*	peak_2458
chr1	6740035	6740329	295	*	peak_2459
chr1	131828732	131829082	351	*	peak_2460
chr1	175059553	175059793	241	*	peak_2461
chr1	160047695	160047824	130	*	peak_2462
chr1	37612586	37612993	408	*	peak_2463
chr1	133627381	133627708	328	*	peak_2464
chr1	171127092	171127306	215	*	peak_2465
chr1	93757210	93757650	441	*	peak_2466
chr1	88098390	88098559	170	*	peak_2467
chr1	83119502	83119772	271	*	peak_2468
chr1	90615138	90615593	456	*	peak_2469
chr1	189685075	189685239	165	*	peak_2470
chr1	158362556	158363049	494	*	peak_2471
chr1	36475169	36475298	130	*	peak_2472
chr1	37872578	37873031	454	*	peak_2473
chr1	44088002	44088400	399	*	peak_2474
chr1	60437502	60437786	285	*	peak_2475
chr1	155706506	155706743	238	*	peak_2476
chr1	75202420	75202593	174	*	peak_2477
chr1	32174044	32174170	127	*	peak_2478
chr1	89950720	89950961	242	*	peak_2479
chr1	155132880	155133049	170	*	peak_2480
chr1	75217886	75218170	285	*	peak_2481
chr1	97821634	97821814	181	*	peak_2482
chr1	153220696	153221096	401	*	peak_2483
chr1	165139824	165139964	141	*	peak_2484
chr1	188971526	188971775	250	*	peak_2485
chr1	156426286	156426432	147	*	peak_2486
chr1	173677844	173678007	164	*	peak_2487
chr1	135801297	135801665	369	*	peak_2488
chr1	183287520	183287692	173	*	peak_2489
chr1	75219087	75219313	227	*	peak_2490
chr1	138963839	138964257	419	*	peak_2491
chr1	179770407	179770508	102	*	peak_2492
chr1	87214424	87214901	478	*	peak_2493
chr1	135842804	135843294	491	*	peak_2494
chr1	93481746	93482235	490	*	peak_2495
chr1	74129635	74129948	314	*	peak_2496
chr1	80268087	80268371	285	*	peak_2497
chr1	161018216	161018363	148	*	peak_2498
chr1	180167535	180167642	108	*	peak_2499
chr1	43133494	43133734	241	*	peak_2500
chr1	86049278	86049535	258	*	peak_2501
chr1	92589680	92589889	210	*	peak_2502
chr1	135844179	135844315	137	*	peak_2503
chr1	5083857	5084169	313	*	peak_2504
chr1	135959860	135960120	261	*	peak_2505
chr1	131157225	131157385	161	*	peak_2506
chr1	87207619	87208012	394	*	peak_2507
chr1	75507843	75507964	122	*	peak_2508
chr1	52120003	52120180	178	*	peak_2509
chr1	161156897	161157053	157	*	peak_2510
chr1	172279189	172279470	282	*	peak_2511
chr1	58528879	58529352	474	*	peak_2512
chr1	65161023	65161441	419	*	peak_2513
chr1	160675282	160675756	475	*	peak_2514
chr1	58413500	58413708	209	*	peak_2515
chr1	86026397	86026745	349	*	peak_2516
chr1	58527972	58528073	102	*	peak_2517
chr1	192101368	192101663	296	*	peak_2518
chr1	128143269	128143705	437	*	peak_2519
chr1	136625364	136625723	360	*	peak_2520
chr1	93689842	93690186	345	*	peak_2521
chr1	171416059	171416525	467	*	peak_2522
chr1	180943886	180944301	416	*	peak_2523
chr1	164071401	164071568	168	*	peak_2524
chr1	88229211	88229609	399	*	peak_2525
chr1	171589761	171590035	275	*	peak_2526
chr1	93716715	93717080	366	*	peak_2527
chr1	172559016	172559442	427	*	peak_2528
chr1	51799973	51800258	286	*	peak_2529
chr1	118389580	118389883	304	*	peak_2530
chr1	171129932	171130036	105	*	peak_2531
chr1	189211322	189211708	387	*	peak_2532
chr1	58448217	58448641	425	*	peak_2533
chr1	52786025	52786440	416	*	peak_2534
chr1	91251188	91251585	398	*	peak_2535
chr1	75439708	75439862	155	*	peak_2536
chr1	46358814	46358925	112	*	peak_2537
chr1	66925806	66926182	377	*	peak_2538
chr1	55078688	55079041	354	*	peak_2539
chr1	75171882	75172239	358	*	peak_2540
chr1	52928482	52928891	410	*	peak_2541
chr1	181154304	181154541	238	*	peak_2542
chr1	40003933	40004303	371	*	peak_2543
chr1	59704376	59704840	465	*	peak_2544
chr1	183419531	183419997	467	*	peak_2545
chr1	193153351	193153764	414	*	peak_2546
chr1	74740143	74740431	289	*	peak_2547
chr1	87327140	87327525	386	*	peak_2548
chr1	170330930	170331281	352	*	peak_2549
chr1	160980870	160981007	138	*	peak_2550
chr1	176263465	176263753	289	*	peak_2551
chr1	40431238	40431479	242	*	peak_2552
chr1	85941554	85941803	250	*	peak_2553
chr1	37358147	37358458	312	*	peak_2554
chr1	93480709	93480994	286	*	peak_2555
chr1	4491612	4491720	109	*	peak_2556
chr1	118850838	118851145	308	*	peak_2557
chr1	9605739	9605904	166	*	peak_2558
chr1	185313016	185313457	442	*	peak_2559
chr1	58802866	58803045	180	*	peak_2560
chr1	155779104	155779489	386	*	peak_2561
chr1	52120068	52120336	269	*	peak_2562
chr1	4910095	4910357	263	*	peak_2563
chr1	60486061	60486214	154	*	peak_2564
chr1	160220735	160220863	129	*	peak_2565
chr1	193302810	193303284	475	*	peak_2566
chr1	74740366	74740692	327	*	peak_2567
chr1	191064758	191064956	199	*	peak_2568
chr1	40470055	40470409	355	*	peak_2569
chr1	58433113	58433444	332	*	peak_2570
chr1	79705685	79706039	355	*	peak_2571
chr1	23763236	23763401	166	*	peak_2572
chr1	21402298	21402526	229	*	peak_2573
chr1	187612637	187612930	294	*	peak_2574
chr1	151344817	151345098	282	*	peak_2575
chr1	51471788	51472102	315	*	peak_2576
chr1	181146588	181146916	329	*	peak_2577
chr1	98421405	98421601	197	*	peak_2578
chr1	11416441	11416599	159	*	peak_2579
chr1	133350740	133350951	212	*	peak_2580
chr1	74598961	74599135	175	*	peak_2581
chr1	192129233	192129616	384	*	peak_2582
chr1	132479308	132479523	216	*	peak_2583
chr1	74441866	74442059	194	*	peak_2584
chr1	75136671	75137077	407	*	peak_2585
chr1	118849482	118849666	185	*	peak_2586
chr1	4000022	4000298	277	*	peak_2587
chr1	163249457	163249676	220	*	peak_2588
chr1	155561095	155561235	141	*	peak_2589
chr1	93135535	93135804	270	*	peak_2590
chr1	75456418	75456693	276	*	peak_2591
chr1	37755718	37756002	285	*	peak_2592
chr1	190703178	190703377	200	*	peak_2593
chr1	125677700	125677934	235	*	peak_2594
chr1	183300734	183300850	117	*	peak_2595
chr1	53278704	53278932	229	*	peak_2596
chr1	5070556	5070704	149	*	peak_2597
chr1	57958064	57958377	314	*	peak_2598
chr1	75182021	75182163	143	*	peak_2599
chr1	74601878	74602097	220	*	peak_2600
chr1	160983523	160983934	412	*	peak_2601
chr1	134542709	134542841	133	*	peak_2602
chr1	160207200	160207420	221	*	peak_2603
chr1	90204622	90204758	137	*	peak_2604
chr1	74128191	74128587	397	*	peak_2605
chr1	167222931	167223333	403	*	peak_2606
chr1	72714379	72714674	296	*	peak_2607
chr1	128591143	128591264	122	*	peak_2608
chr1	133606823	133607051	229	*	peak_2609
chr1	134983522	134983698	177	*	peak_2610
chr1	151430746	151431009	264	*	peak_2611
chr1	66434587	66434825	239	*	peak_2612
chr1	54646758	54647136	379	*	peak_2613
chr1	34444176	34444285	110	*	peak_2614
chr1	107590674	107590836	163	*	peak_2615
chr1	131297332	131297660	329	*	peak_2616
chr1	87510033	87510234	202	*	peak_2617
chr1	75125898	75126145	248	*	peak_2618
chr1	185455852	185456323	472	*	peak_2619
chr1	173857584	173858059	476	*	peak_2620
chr1	150451476	150451587	112	*	peak_2621
chr1	40327958	40328366	409	*	peak_2622
chr1	104769117	104769260	144	*	peak_2623
chr1	133641918	133642251	334	*	peak_2624
chr1	97710374	97710752	379	*	peak_2625
chr1	37465371	37465686	316	*	peak_2626
chr1	13141416	13141793	378	*	peak_2627
chr1	107154474	107154934	461	*	peak_2628
chr1	160089128	160089353	226	*	peak_2629
chr1	38867932	38868234	303	*	peak_2630
chr1	75523575	75523985	411	*	peak_2631
chr1	75142860	75143043	184	*	peak_2632
chr1	180171534	180171871	338	*	peak_2633
chr1	75219927	75220216	290	*	peak_2634
chr1	170303410	170303771	362	*	peak_2635
chr1	175061490	175061703	214	*	peak_2636
chr1	169658651	169659096	446	*	peak_2637
chr1	24266146	24266367	222	*	peak_2638
